"id","address","sheet","label","type","format","formula","value","rules","version"
"7229","TLAD37",NULL,"Maint Cost","float",NULL,NULL,"1656",NULL,"749"
"7230","TLAD38",NULL,"Maint Cost","float",NULL,NULL,"4860",NULL,"749"
"7231","TLAD39",NULL,"Maint Cost","float",NULL,NULL,"7020",NULL,"749"
"7232","TLAD40",NULL,"Maint Cost","float",NULL,NULL,"9180",NULL,"749"
"7233","TLAD41",NULL,"Maint Cost","float",NULL,NULL,"5940",NULL,"749"
"7234","TLAD42",NULL,"Maint Cost","float",NULL,NULL,"8100",NULL,"749"
"7235","TLAD43",NULL,"Maint Cost","float",NULL,NULL,"10260",NULL,"749"
"7236","TLAD44",NULL,"Maint Cost","float",NULL,NULL,"1620",NULL,"749"
"7237","TLAD45",NULL,"Maint Cost","float",NULL,NULL,"2160",NULL,"749"
"7238","TLAD46",NULL,"Maint Cost","float",NULL,NULL,"1800",NULL,"749"
"7239","TLAD47",NULL,"Maint Cost","float",NULL,NULL,"5760",NULL,"749"
"7240","TLAD48",NULL,"Maint Cost","float",NULL,NULL,"2700",NULL,"749"
"7241","TLAD49",NULL,"Maint Cost","float",NULL,NULL,"2160",NULL,"749"
"7242","TLAD50",NULL,"Maint Cost","float",NULL,NULL,"2520",NULL,"749"
"7243","TLAD51",NULL,"Maint Cost","float",NULL,NULL,"3420",NULL,"749"
"7244","TLAD52",NULL,"Maint Cost","float",NULL,NULL,"3780",NULL,"749"
"7245","TLAD53",NULL,"Maint Cost","float",NULL,NULL,"5040",NULL,"749"
"7246","TLAD54",NULL,"Maint Cost","float",NULL,NULL,"1980",NULL,"749"
"7247","TLAD55",NULL,"Maint Cost","float",NULL,NULL,"1980",NULL,"749"
"7248","TLAD56",NULL,"Maint Cost","float",NULL,NULL,"3240",NULL,"749"
"7249","TLAD57",NULL,"Maint Cost","float",NULL,NULL,"4500",NULL,"749"
"7250","TLAD58",NULL,"Maint Cost","float",NULL,NULL,"1332",NULL,"749"
"7251","TLAD59",NULL,"Maint Cost","float",NULL,NULL,"1638",NULL,"749"
"7252","TLAD60",NULL,"Maint Cost","float",NULL,NULL,"1098",NULL,"749"
"7253","TLAD61",NULL,"Maint Cost","float",NULL,NULL,"2160",NULL,"749"
"7254","TLAD62",NULL,"Maint Cost","float",NULL,NULL,"4320",NULL,"749"
"7255","TLAD63",NULL,"Maint Cost","float",NULL,NULL,"5760",NULL,"749"
"7256","TLAD64",NULL,"Maint Cost","float",NULL,NULL,"1836",NULL,"749"
"7257","TLAD65",NULL,"Maint Cost","float",NULL,NULL,"1602",NULL,"749"
"7258","TLAE8",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7259","TLAE9",NULL,"Storage (TB)","float",NULL,NULL,"144",NULL,"749"
"7260","TLAE10",NULL,"Storage (TB)","float",NULL,NULL,"168",NULL,"749"
"7261","TLAE11",NULL,"Storage (TB)","float",NULL,NULL,"192",NULL,"749"
"7262","TLAE12",NULL,"Storage (TB)","float",NULL,NULL,"23.04",NULL,"749"
"7263","TLAE13",NULL,"Storage (TB)","float",NULL,NULL,"46.08",NULL,"749"
"7264","TLAE14",NULL,"Storage (TB)","float",NULL,NULL,"92.16",NULL,"749"
"7265","TLAE15",NULL,"Storage (TB)","float",NULL,NULL,"12",NULL,"749"
"7266","TLAE16",NULL,"Storage (TB)","float",NULL,NULL,"24",NULL,"749"
"7267","TLAE17",NULL,"Storage (TB)","float",NULL,NULL,"36",NULL,"749"
"7268","TLAE18",NULL,"Storage (TB)","float",NULL,NULL,"77",NULL,"749"
"7269","TLAE19",NULL,"Storage (TB)","float",NULL,NULL,"0",NULL,"749"
"7270","TLAE20",NULL,"Storage (TB)","float",NULL,NULL,"16",NULL,"749"
"7271","TLAE21",NULL,"Storage (TB)","float",NULL,NULL,"8",NULL,"749"
"7272","TLAE22",NULL,"Storage (TB)","float",NULL,NULL,"77",NULL,"749"
"7273","TLAE23",NULL,"Storage (TB)","float",NULL,NULL,"120",NULL,"749"
"7274","TLAE24",NULL,"Storage (TB)","float",NULL,NULL,"144",NULL,"749"
"7275","TLAE25",NULL,"Storage (TB)","float",NULL,NULL,"48",NULL,"749"
"7276","TLAE26",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7277","TLAE27",NULL,"Storage (TB)","float",NULL,NULL,"120",NULL,"749"
"7278","TLAE28",NULL,"Storage (TB)","float",NULL,NULL,"144",NULL,"749"
"7279","TLAE29",NULL,"Storage (TB)","float",NULL,NULL,"192",NULL,"749"
"7280","TLAE30",NULL,"Storage (TB)","float",NULL,NULL,"216",NULL,"749"
"7281","TLAE31",NULL,"Storage (TB)","float",NULL,NULL,"288",NULL,"749"
"7282","TLAE32",NULL,"Storage (TB)","float",NULL,NULL,"48",NULL,"749"
"7283","TLAE33",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7284","TLAE34",NULL,"Storage (TB)","float",NULL,NULL,"210",NULL,"749"
"7285","TLAE35",NULL,"Storage (TB)","float",NULL,NULL,"294",NULL,"749"
"7286","TLAE36",NULL,"Storage (TB)","float",NULL,NULL,"384",NULL,"749"
"7287","TLAE37",NULL,"Storage (TB)","float",NULL,NULL,"420",NULL,"749"
"7288","TLAE38",NULL,"Storage (TB)","float",NULL,NULL,"588",NULL,"749"
"7289","TLAE39",NULL,"Storage (TB)","float",NULL,NULL,"704",NULL,"749"
"7290","TLAE40",NULL,"Storage (TB)","float",NULL,NULL,"24",NULL,"749"
"7291","TLAE41",NULL,"Storage (TB)","float",NULL,NULL,"36",NULL,"749"
"7292","TLAE42",NULL,"Storage (TB)","float",NULL,NULL,"0",NULL,"749"
"7293","TLAE43",NULL,"Storage (TB)","float",NULL,NULL,"64",NULL,"749"
"7294","TLAE44",NULL,"Storage (TB)","float",NULL,NULL,"16",NULL,"749"
"7295","TLAE45",NULL,"Storage (TB)","float",NULL,NULL,"8",NULL,"749"
"7296","TLAE46",NULL,"Storage (TB)","float",NULL,NULL,"48",NULL,"749"
"7297","TLAE47",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7298","TLAE48",NULL,"Storage (TB)","float",NULL,NULL,"48",NULL,"749"
"7299","TLAE49",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7300","TLAE50",NULL,"Storage (TB)","float",NULL,NULL,"100",NULL,"749"
"7301","TLAE51",NULL,"Storage (TB)","float",NULL,NULL,"200",NULL,"749"
"7302","TLAE52",NULL,"Storage (TB)","float",NULL,NULL,"400",NULL,"749"
"7303","TLAE53",NULL,"Storage (TB)","float",NULL,NULL,"700",NULL,"749"
"7304","TLAE54",NULL,"Storage (TB)","float",NULL,NULL,"24",NULL,"749"
"7305","TLAE55",NULL,"Storage (TB)","float",NULL,NULL,"36",NULL,"749"
"7306","TLAE56",NULL,"Storage (TB)","float",NULL,NULL,"0",NULL,"749"
"7307","TLAE57",NULL,"Storage (TB)","float",NULL,NULL,"32",NULL,"749"
"7308","TLAE58",NULL,"Storage (TB)","float",NULL,NULL,"64",NULL,"749"
"7309","TLAE59",NULL,"Storage (TB)","float",NULL,NULL,"77",NULL,"749"
"7310","TLAE60",NULL,"Storage (TB)","float",NULL,NULL,"16",NULL,"749"
"7311","TLAE61",NULL,"Storage (TB)","float",NULL,NULL,"8",NULL,"749"
"7312","TLAE62",NULL,"Storage (TB)","float",NULL,NULL,"48",NULL,"749"
"7313","TLAE63",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7314","TLAE64",NULL,"Storage (TB)","float",NULL,NULL,"48",NULL,"749"
"7315","TLAE65",NULL,"Storage (TB)","float",NULL,NULL,"96",NULL,"749"
"7316","A426",NULL,"Server Cost","float","$0,0.00","IF(A424, VLOOKUP(A424, TLQ3:TLY13, 2, 0), 0)",NULL,NULL,"749"
"7317","A427",NULL,"Server Discount","float","0,0%","IF(A424, VLOOKUP(A424, TLQ3:TLY13, 4, 0), 0)",NULL,NULL,"749"
"7318","A428",NULL,"Server Maint","float","0,0%","IF( A424, VLOOKUP( A424, TLQ3:TLY13, 6, 0 ), 0 )",NULL,NULL,"749"
"7319","A430",NULL,"Server TB Managed","float","0,0","IF( AND( A425 > 0, A420 = ""Rubrik"" ), A432, A421 / A425 )
",NULL,NULL,"749"
"7320","A431",NULL,"Storage Reduction Rate (Guesstimate)","float","0,0.00","IF( A424, VLOOKUP( A424, TLQ3:TLY13, 9, 0 ), 0 )",NULL,NULL,"749"
"7321","A432",NULL,"Usable Storage Per Node (For Rubrik)","float","0,0","IF( A420 = ""Rubrik"", VLOOKUP( A424, TLQ3:TLY13, 8, 0), 0 )
",NULL,NULL,"749"
"7322","A433",NULL,"Rubrik Nodes Required","float","0,0","IF( A420 = ""Rubrik"", CEILING( ROUNDUP( A421 * A417 + A421, 0 ) / A432, 4 ), 0 )",NULL,NULL,"749"
"7323","A424",NULL,"Server Solution","text",NULL,NULL,NULL,NULL,"749"
"7324","A434",NULL,"Storage Solution
","text",NULL,NULL,NULL,NULL,"749"
"7325","A444",NULL,"Will they be replicating to another site","text",NULL,NULL,NULL,NULL,"749"
"7326","A447",NULL,"Cohesity Server Choice","text",NULL,NULL,NULL,NULL,"749"
"7327","A436",NULL,"Cost per TB","float","0,0","IF( A434, VLOOKUP( A434, TLI3:TLO14, 2, 0 ) , 0 )",NULL,NULL,"749"
"7328","A437",NULL,"Discount","float","0,0","IF( A434, VLOOKUP( A434, TLI3:TLO14, 4, 0 ) , 0 )",NULL,NULL,"749"
"7329","A438",NULL,"Storage Maint","float","0,0","IF( A434, VLOOKUP( A434, TLI3:TLO14, 6, 0 ) , 0 )",NULL,NULL,"749"
"7330","A440",NULL,"Storage Reduction Rate (Guesstimate)","float","0,0","IF( A434, VLOOKUP( A434, TLI3:TLO14, 7, 0 ) , 0 )",NULL,NULL,"749"
"7331","A441",NULL,"Current Source Data Under Protection (FETB)","float","0,0","ROUNDUP( A421 * A417 + A421, 0 )",NULL,NULL,"749"
"7332","A448",NULL,"Cohesity Server Price","float","0,0","IF( A447, VLOOKUP( A447, TLAA3:TLAE57, 2, 0 ), 0 )",NULL,NULL,"749"
"7333","A449",NULL,"Cohesity Storage Per Node (TB)","float","0,0","IF( A447, VLOOKUP( A447, TLAA3:TLAE57, 5, 0 ), 0 )",NULL,NULL,"749"
"7334","A450",NULL,"Cohesity Maintenance","float","0,0","IF( A447, VLOOKUP( A447, TLAA3:TLAE57, 3, 0 ), 0 )",NULL,NULL,"749"
"7335","A452",NULL,"Minimum Nodes Required","float","0,0","IF( A447, ROUNDUP( A441 / A449, 0 ), 0 )",NULL,NULL,"749"
"7336","A454",NULL,"Initial Storage Available (TB)","float","0,0","IF( NOT( A452 = A453 ), A453 * A449, A452 * A449 )",NULL,NULL,"749"
"7337","BVF6",NULL,"Projected Data Growth","float","0,0","A421",NULL,NULL,"749"
"7338","BVF7",NULL,"Solution Incremental Growth (TB)","float","0,0","0",NULL,NULL,"749"
"7339","BVF8",NULL,"Server Requirements","float","0,0","A425",NULL,NULL,"749"
"7340","BVF9",NULL,"Storage Requirements","float","0,0","A435",NULL,NULL,"749"
"7341","BVF10",NULL,"Cohesity Node Count","float","0,0","A453",NULL,NULL,"749"
"7342","BVF13",NULL,"Application Software (Net-New)","float","$0,0.00","( ( BVG7 + A421 ) ) * ( A422 * ( 1 - A423 ) )",NULL,NULL,"749"
"7343","BVF14",NULL,"Application Software (Renewal)","float","$0,0.00","0",NULL,NULL,"749"
"7344","BVF15",NULL,"Server Hardware","float","$0,0.00","BVF8 * A426 * ( 1 - A427 ) ",NULL,NULL,"749"
"7345","BVF16",NULL,"Server Maintenance","float","$0,0.00","BVF15 * A428 * A429",NULL,NULL,"749"
"7346","BVF17",NULL,"Storage","float","$0,0.00","IF( A420 = ""Rubrik"", 0, ( A436 * ( 1 - A437 ) ) * A435 )",NULL,NULL,"749"
"7347","BVF18",NULL,"Storage Maintenance","float","$0,0.00","BVF17 * A438 * A439",NULL,NULL,"749"
"7348","BVF19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVF13:BVF18)",NULL,NULL,"749"
"7349","BVF22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7350","BVF23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7351","BVF24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7352","BVF25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7353","BVF26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7354","BVF27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7355","BVF28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVF22:BVF27 )",NULL,NULL,"749"
"7356","BVF30",NULL,"Current Solution Total Cost","float","$0,0.00","BVF19 + BVF28",NULL,NULL,"749"
"7357","BVF33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","BVG6 * ( A442 * ( 1 - A443 ) )",NULL,NULL,"749"
"7358","BVF34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","0",NULL,NULL,"749"
"7359","BVF35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( A444 = ""Yes"", BVG6 * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7360","BVF36",NULL,"Replica License (Renewal)","float","$0,0.00","0",NULL,NULL,"749"
"7361","BVF37",NULL,"Server Hardware","float","$0,0.00","BVF10 * A448",NULL,NULL,"749"
"7362","BVF38",NULL,"Server Maintenance","float","$0,0.00","BVF37 * A450 * A451",NULL,NULL,"749"
"7363","BVF39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7364","BVF40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7365","BVF41",NULL,"Total Cost","float","$0,0.00","SUM( BVF33:BVF40 )",NULL,NULL,"749"
"7366","BVF43",NULL,"Net Savings","float","$0,0.00","BVF30 - BVF41",NULL,NULL,"749"
"7367","BVG6",NULL,"Projected Data Growth","float","0,0","A441",NULL,NULL,"749"
"7368","BVG7",NULL,"Solution Incremental Growth (TB)","float","0,0","BVF6 * A417",NULL,NULL,"749"
"7369","BVG8",NULL,"Server Requirements","float","0,0","IF( A425 = 0, 0, ( BVG6 / A430 ) )",NULL,NULL,"749"
"7370","BVG9",NULL,"Storage Requirements","float","0,0","ROUNDUP( BVF9 + BVG7, 0 )",NULL,NULL,"749"
"7371","BVG10",NULL,"Cohesity Node Count","float","0,0","IF( ( BVF10 * A449 ) > BVG6, 0, ROUNDUP( ( BVG6 / A449 ) - ( BVF10 ), 0 ) )",NULL,NULL,"749"
"7372","BVG13",NULL,"Application Software (Net-New)","float","$0,0.00","BVH7 * ( A422 * ( 1 - A423 ) )",NULL,NULL,"749"
"7373","BVG14",NULL,"Application Software (Renewal)","float","$0,0.00","BVF13",NULL,NULL,"749"
"7374","BVG15",NULL,"Server Hardware","float","$0,0.00","BVH8 * ( A426 * ( 1 - A427 ) )",NULL,NULL,"749"
"7375","BVG16",NULL,"Server Maintenance","float","$0,0.00","BVG15 * A428 * A429",NULL,NULL,"749"
"7376","BVG17",NULL,"Storage","float","$0,0.00","IF( BVH9 < 0, ( BVH9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
"7377","BVG18",NULL,"Storage Maintenance","float","$0,0.00","BVG17 * A438 * A439",NULL,NULL,"749"
"7378","BVG19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVG13:BVG18 )",NULL,NULL,"749"
"7379","BVG22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7380","BVG23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7381","BVG24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7382","BVG25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7383","BVG26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7384","BVG27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7385","BVG28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVG22:BVG27 )",NULL,NULL,"749"
"7386","BVG30",NULL,"Current Solution Total Cost","float","$0,0.00","BVG19 + BVG28",NULL,NULL,"749"
"7387","BVG33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","BVH7 * ( A442 * ( 1 - A443 ) )",NULL,NULL,"749"
"7388","BVG34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","BVF33",NULL,NULL,"749"
"7389","BVG35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( A444 = ""Yes"", ( BVH6 - BVG6 ) * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7390","BVG36",NULL,"Replica License (Renewal)","float","$0,0.00","BVF35",NULL,NULL,"749"
"7391","BVG37",NULL,"Server Hardware","float","$0,0.00","BVH10 * A448",NULL,NULL,"749"
"7392","BVG38",NULL,"Server Maintenance","float","$0,0.00","BVG37 * A450 * A451",NULL,NULL,"749"
"7393","BVG39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7394","BVG40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7395","BVG41",NULL,"Total Cost","float","$0,0.00","SUM( BVG33:BVG40 )",NULL,NULL,"749"
"7396","BVG43",NULL,"Net Savings","float","$0,0.00","BVG30 - BVG41",NULL,NULL,"749"
"7397","BVH6",NULL,"Projected Data Growth","float","0,0","ROUNDUP( BVG6 * A417 + BVG6, 0 )",NULL,NULL,"749"
"7398","BVH7",NULL,"Solution Incremental Growth (TB)","float","0,0","( BVF6 + BVG7 ) * A417",NULL,NULL,"749"
"7399","BVH8",NULL,"Server Requirements","float","0,0","IF( A425 = 0, 0, ( ROUNDDOWN( ( BVH6 / A430 ) - ( BVG8 ), 0 ) ) )",NULL,NULL,"749"
"7400","BVH9",NULL,"Storage Requirements","float","0,0","BVG9 + BVH7",NULL,NULL,"749"
"7401","BVH10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 ) * A449 ) > BVH6, 0, ROUNDUP( ( BVH6 / A449 ) - ( BVF10 + BVG10 ), 0 ) )",NULL,NULL,"749"
"7402","BVH13",NULL,"Application Software (Net-New)","float","$0,0.00","BVI7 * ( A422 * ( 1 - A423 ) )",NULL,NULL,"749"
"7403","BVH14",NULL,"Application Software (Renewal)","float","$0,0.00","BVG13 + BVG14",NULL,NULL,"749"
"7404","BVH15",NULL,"Server Hardware","float","$0,0.00","BVI8 * ( A426 * ( 1 - A427 ) )",NULL,NULL,"749"
"7405","BVH16",NULL,"Server Maintenance","float","$0,0.00","BVH15 * A428 * A429",NULL,NULL,"749"
"7406","BVH17",NULL,"Storage","float","$0,0.00","IF( BVI9 < 0, ( BVI9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
"7407","BVH18",NULL,"Storage Maintenance","float","$0,0.00","BVH17 * A438 * A439",NULL,NULL,"749"
"7408","BVH19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVH13:BVH18 )",NULL,NULL,"749"
"7409","BVH22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7410","BVH23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7411","BVH24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7412","BVH25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7413","BVH26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7414","BVH27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7415","BVH28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVH22:BVH27 )",NULL,NULL,"749"
"7416","BVH30",NULL,"Current Solution Total Cost","float","$0,0.00","BVH19 + BVH28",NULL,NULL,"749"
"7417","BVH33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","BVI7 * ( A442 * ( 1 - A443 ) )",NULL,NULL,"749"
"7418","BVH34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","BVG33 + BVG34",NULL,NULL,"749"
"7419","BVH35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( A444 = ""Yes"", ( BVI6 - BVH6 ) * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7420","BVH36",NULL,"Replica License (Renewal)","float","$0,0.00","BVG35 + BVG36",NULL,NULL,"749"
"7421","BVH37",NULL,"Server Hardware","float","$0,0.00","BVI10 * A448",NULL,NULL,"749"
"7422","BVH38",NULL,"Server Maintenance","float","$0,0.00","BVH37 * A450 * A451",NULL,NULL,"749"
"7423","BVH39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7424","BVH40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7425","BVH41",NULL,"Total Cost","float","$0,0.00","SUM( BVH33:BVH40 )",NULL,NULL,"749"
"7426","BVH43",NULL,"Net Savings","float","$0,0.00","BVH30 - BVH41",NULL,NULL,"749"
"7427","BVI6",NULL,"Projected Data Growth","float","0,0","ROUNDUP( BVH6 * A417 + BVH6, 0 )",NULL,NULL,"749"
"7428","BVI7",NULL,"Solution Incremental Growth (TB)","float","0,0","( BVF6 + BVG7 + BVH7 ) * A417",NULL,NULL,"749"
"7429","BVI8",NULL,"Server Requirements","float","0,0","IF( A425 = 0, 0, ( ROUNDDOWN( ( BVI6 / A430 ) - ( BVG8 + BVH8 ), 0 ) ) )",NULL,NULL,"749"
"7430","BVI9",NULL,"Storage Requirements","float","0,0","BVH9 + BVi7",NULL,NULL,"749"
"7431","BVI10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 + BVH10 ) * A449 ) > BVI6, 0, ROUNDUP( ( BVI6 / A449 ) - ( BVF10 + BVG10 + BVH10 ), 0 ) )",NULL,NULL,"749"
"7432","BVI13",NULL,"Application Software (Net-New)","float","$0,0.00","IF( A416 < 4, 0, BVJ7 * ( A422 * ( 1 - A423 ) ) )",NULL,NULL,"749"
"7433","BVI14",NULL,"Application Software (Renewal)","float","$0,0.00","IF( A416 < 4, 0, BVH13 + BVH14 )",NULL,NULL,"749"
"7434","BVI15",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 4, 0, BVJ8 * ( A426 * ( 1 - A427 ) ) )",NULL,NULL,"749"
"7435","BVI16",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 4, 0, BVI15 * A428 * A429, 0 )",NULL,NULL,"749"
"7436","BVI17",NULL,"Storage","float","$0,0.00","IF( BVJ9 < 0, ( BVJ9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
"7437","BVI18",NULL,"Storage Maintenance","float","$0,0.00","IF( A416 < 4, 0, BVI17 * A438 * A439, 0 )",NULL,NULL,"749"
"7438","BVI19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVI13:BVI18 )",NULL,NULL,"749"
"7439","BVI22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7440","BVI23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7441","BVI24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7442","BVI25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7443","BVI26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7444","BVI27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7445","BVI28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVI22:BVI27 )",NULL,NULL,"749"
"7446","BVI30",NULL,"Current Solution Total Cost","float","$0,0.00","BVI19 + BVI28",NULL,NULL,"749"
"7447","BVI33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","IF( A416 < 4, 0, BVJ7 * ( A442 * ( 1 - A443 ) ) )",NULL,NULL,"749"
"7448","BVI34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","IF( A416 < 4, 0, BVH33 + BVH34 )",NULL,NULL,"749"
"7449","BVI35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( AND( A444 = ""Yes"", A416 >= 4 ), ( BVJ6 - BVI6 ) * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7450","BVI36",NULL,"Replica License (Renewal)","float","$0,0.00","IF( A416 < 4, 0, BVH35 + BVH36 )",NULL,NULL,"749"
"7451","BVI37",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 4, 0, BVJ10 * A448 )",NULL,NULL,"749"
"7452","BVI38",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 4, 0, BVI37 * A450 * A451 )",NULL,NULL,"749"
"7453","BVI39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7454","BVI40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7455","BVI41",NULL,"Total Cost","float","$0,0.00","SUM( BVI33:BVI40 )",NULL,NULL,"749"
"7456","BVI43",NULL,"Net Savings","float","$0,0.00","BVI30 - BVI41",NULL,NULL,"749"
"7457","BVJ6",NULL,"Projected Data Growth","float","0,0","IF( A416 < 4, 0, ROUNDUP( BVI6 * A417 + BVI6, 0 ) )",NULL,NULL,"749"
"7458","BVJ7",NULL,"Solution Incremental Growth (TB)","float","0,0","IF( A416 < 4, 0, ( BVF6 + BVG7 + BVH7 + BVI7 ) * A417, 0 )",NULL,NULL,"749"
"7459","BVJ8",NULL,"Server Requirements","float","0,0","IF( OR(  A416 < 4, A425 = 0 ), 0, ( ROUNDDOWN( ( BVJ6 / A430 ) - ( BVG8 + BVH8 + BVI8 ), 0 ) ) )",NULL,NULL,"749"
"7460","BVJ9",NULL,"Storage Requirements","float","0,0","IF( A416 < 4, 0, BVI9 + BVJ7 )",NULL,NULL,"749"
"7461","BVJ10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 + BVH10 +BVI10 ) * A449 ) > BVJ6, 0, ROUNDUP( ( BVJ6 / A449 ) - ( BVF10 + BVG10 + BVH10 + BVI10 ), 0 ) )",NULL,NULL,"749"
"7462","BVJ13",NULL,"Application Software (Net-New)","float","$0,0.00","IF( A416 < 5, 0, BVK7 * ( A422 * ( 1 - A423 ) ) )",NULL,NULL,"749"
"7463","BVJ14",NULL,"Application Software (Renewal)","float","$0,0.00","IF( A416 < 5, 0, BVI13 + BVI14 )",NULL,NULL,"749"
"7464","BVJ15",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 5, 0, BVK8 * ( A426 * ( 1 - A427 ) ) )",NULL,NULL,"749"
"7465","BVJ16",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 5, 0, BVJ15 * A428 * A429, 0 )",NULL,NULL,"749"
"7466","BVJ17",NULL,"Storage","float","$0,0.00","IF( BVK9 < 0, ( BVK9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
